,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
107995,Cook County,IL,Douglas County,GA,86,1893,1893000,1617,2016,2017,inflow,Douglas County-Cook County-IL-1617,"Cook County, IL"
107996,Cherokee County,GA,Douglas County,GA,63,2151,2151000,1617,2016,2017,inflow,Douglas County-Cherokee County-GA-1617,"Cherokee County, GA"
107997,Haralson County,GA,Douglas County,GA,86,1426,1426000,1617,2016,2017,inflow,Douglas County-Haralson County-GA-1617,"Haralson County, GA"
107998,Los Angeles County,CA,Douglas County,GA,60,834,834000,1617,2016,2017,inflow,Douglas County-Los Angeles County-CA-1617,"Los Angeles County, CA"
107999,Kings County,NY,Douglas County,GA,61,1344,1344000,1617,2016,2017,inflow,Douglas County-Kings County-NY-1617,"Kings County, NY"
108000,Jefferson County,AL,Douglas County,GA,65,1117,1117000,1617,2016,2017,inflow,Douglas County-Jefferson County-AL-1617,"Jefferson County, AL"
108001,Fayette County,GA,Douglas County,GA,65,1474,1474000,1617,2016,2017,inflow,Douglas County-Fayette County-GA-1617,"Fayette County, GA"
108002,Muscogee County,GA,Douglas County,GA,68,1075,1075000,1617,2016,2017,inflow,Douglas County-Muscogee County-GA-1617,"Muscogee County, GA"
108003,Queens County,NY,Douglas County,GA,71,1271,1271000,1617,2016,2017,inflow,Douglas County-Queens County-NY-1617,"Queens County, NY"
108004,Chatham County,GA,Douglas County,GA,60,1082,1082000,1617,2016,2017,inflow,Douglas County-Chatham County-GA-1617,"Chatham County, GA"
108005,Orange County,FL,Douglas County,GA,59,715,715000,1617,2016,2017,inflow,Douglas County-Orange County-FL-1617,"Orange County, FL"
108006,Newton County,GA,Douglas County,GA,75,1065,1065000,1617,2016,2017,inflow,Douglas County-Newton County-GA-1617,"Newton County, GA"
108007,Hillsborough County,FL,Douglas County,GA,66,1493,1493000,1617,2016,2017,inflow,Douglas County-Hillsborough County-FL-1617,"Hillsborough County, FL"
108008,Wayne County,MI,Douglas County,GA,65,1049,1049000,1617,2016,2017,inflow,Douglas County-Wayne County-MI-1617,"Wayne County, MI"
108009,Shelby County,TN,Douglas County,GA,54,1140,1140000,1617,2016,2017,inflow,Douglas County-Shelby County-TN-1617,"Shelby County, TN"
108010,Duval County,FL,Douglas County,GA,55,1007,1007000,1617,2016,2017,inflow,Douglas County-Duval County-FL-1617,"Duval County, FL"
108011,Palm Beach County,FL,Douglas County,GA,44,669,669000,1617,2016,2017,inflow,Douglas County-Palm Beach County-FL-1617,"Palm Beach County, FL"
108012,Calhoun County,AL,Douglas County,GA,41,528,528000,1617,2016,2017,inflow,Douglas County-Calhoun County-AL-1617,"Calhoun County, AL"
108013,Harris County,TX,Douglas County,GA,46,734,734000,1617,2016,2017,inflow,Douglas County-Harris County-TX-1617,"Harris County, TX"
108014,Rockdale County,GA,Douglas County,GA,41,878,878000,1617,2016,2017,inflow,Douglas County-Rockdale County-GA-1617,"Rockdale County, GA"
108015,Marion County,IN,Douglas County,GA,44,727,727000,1617,2016,2017,inflow,Douglas County-Marion County-IN-1617,"Marion County, IN"
108145,Fayette County Total Migration-US and Foreign,GA,Fayette County,GA,12336,422358,422358000,1617,2016,2017,inflow,Fayette County total migration-1617,"Fayette County Total Migration-US and Foreign, GA"
108151,Fulton County,GA,Fayette County,GA,1435,55705,55705000,1617,2016,2017,inflow,Fayette County-Fulton County-GA-1617,"Fulton County, GA"
108152,Clayton County,GA,Fayette County,GA,1409,26502,26502000,1617,2016,2017,inflow,Fayette County-Clayton County-GA-1617,"Clayton County, GA"
108153,Coweta County,GA,Fayette County,GA,1192,39028,39028000,1617,2016,2017,inflow,Fayette County-Coweta County-GA-1617,"Coweta County, GA"
108154,Henry County,GA,Fayette County,GA,495,14158,14158000,1617,2016,2017,inflow,Fayette County-Henry County-GA-1617,"Henry County, GA"
108155,Cobb County,GA,Fayette County,GA,422,15484,15484000,1617,2016,2017,inflow,Fayette County-Cobb County-GA-1617,"Cobb County, GA"
108156,DeKalb County,GA,Fayette County,GA,321,11687,11687000,1617,2016,2017,inflow,Fayette County-DeKalb County-GA-1617,"DeKalb County, GA"
108157,Los Angeles County,CA,Fayette County,GA,206,9124,9124000,1617,2016,2017,inflow,Fayette County-Los Angeles County-CA-1617,"Los Angeles County, CA"
108158,Gwinnett County,GA,Fayette County,GA,183,6257,6257000,1617,2016,2017,inflow,Fayette County-Gwinnett County-GA-1617,"Gwinnett County, GA"
108159,Spalding County,GA,Fayette County,GA,171,4948,4948000,1617,2016,2017,inflow,Fayette County-Spalding County-GA-1617,"Spalding County, GA"
108160,Douglas County,GA,Fayette County,GA,86,4352,4352000,1617,2016,2017,inflow,Fayette County-Douglas County-GA-1617,"Douglas County, GA"
108161,Broward County,FL,Fayette County,GA,74,2491,2491000,1617,2016,2017,inflow,Fayette County-Broward County-FL-1617,"Broward County, FL"
108162,Cook County,IL,Fayette County,GA,72,2854,2854000,1617,2016,2017,inflow,Fayette County-Cook County-IL-1617,"Cook County, IL"
108163,Muscogee County,GA,Fayette County,GA,58,1303,1303000,1617,2016,2017,inflow,Fayette County-Muscogee County-GA-1617,"Muscogee County, GA"
108164,Carroll County,GA,Fayette County,GA,64,1625,1625000,1617,2016,2017,inflow,Fayette County-Carroll County-GA-1617,"Carroll County, GA"
108165,Cherokee County,GA,Fayette County,GA,58,1714,1714000,1617,2016,2017,inflow,Fayette County-Cherokee County-GA-1617,"Cherokee County, GA"
108166,Harris County,TX,Fayette County,GA,54,2068,2068000,1617,2016,2017,inflow,Fayette County-Harris County-TX-1617,"Harris County, TX"
108167,Paulding County,GA,Fayette County,GA,76,2507,2507000,1617,2016,2017,inflow,Fayette County-Paulding County-GA-1617,"Paulding County, GA"
108168,Hillsborough County,FL,Fayette County,GA,77,2573,2573000,1617,2016,2017,inflow,Fayette County-Hillsborough County-FL-1617,"Hillsborough County, FL"
108169,Meriwether County,GA,Fayette County,GA,57,926,926000,1617,2016,2017,inflow,Fayette County-Meriwether County-GA-1617,"Meriwether County, GA"
108170,Miami-Dade County,FL,Fayette County,GA,67,1589,1589000,1617,2016,2017,inflow,Fayette County-Miami-Dade County-FL-1617,"Miami-Dade County, FL"
108171,Maricopa County,AZ,Fayette County,GA,50,3003,3003000,1617,2016,2017,inflow,Fayette County-Maricopa County-AZ-1617,"Maricopa County, AZ"
108172,Chatham County,GA,Fayette County,GA,56,2230,2230000,1617,2016,2017,inflow,Fayette County-Chatham County-GA-1617,"Chatham County, GA"
108173,Oakland County,MI,Fayette County,GA,50,1929,1929000,1617,2016,2017,inflow,Fayette County-Oakland County-MI-1617,"Oakland County, MI"
108174,San Diego County,CA,Fayette County,GA,50,1354,1354000,1617,2016,2017,inflow,Fayette County-San Diego County-CA-1617,"San Diego County, CA"
108175,Pike County,GA,Fayette County,GA,52,1216,1216000,1617,2016,2017,inflow,Fayette County-Pike County-GA-1617,"Pike County, GA"
108176,Orange County,FL,Fayette County,GA,44,2066,2066000,1617,2016,2017,inflow,Fayette County-Orange County-FL-1617,"Orange County, FL"
108177,Palm Beach County,FL,Fayette County,GA,53,1197,1197000,1617,2016,2017,inflow,Fayette County-Palm Beach County-FL-1617,"Palm Beach County, FL"
108178,Forsyth County,GA,Fayette County,GA,51,3045,3045000,1617,2016,2017,inflow,Fayette County-Forsyth County-GA-1617,"Forsyth County, GA"
108179,Nassau County,NY,Fayette County,GA,49,1066,1066000,1617,2016,2017,inflow,Fayette County-Nassau County-NY-1617,"Nassau County, NY"
108180,Shelby County,TN,Fayette County,GA,47,2223,2223000,1617,2016,2017,inflow,Fayette County-Shelby County-TN-1617,"Shelby County, TN"
108216,Forsyth County Total Migration-US and Foreign,GA,Forsyth County,GA,27531,1076075,1076075000,1617,2016,2017,inflow,Forsyth County total migration-1617,"Forsyth County Total Migration-US and Foreign, GA"
108222,Fulton County,GA,Forsyth County,GA,7458,310721,310721000,1617,2016,2017,inflow,Forsyth County-Fulton County-GA-1617,"Fulton County, GA"
108223,Gwinnett County,GA,Forsyth County,GA,3475,130829,130829000,1617,2016,2017,inflow,Forsyth County-Gwinnett County-GA-1617,"Gwinnett County, GA"
108224,Cobb County,GA,Forsyth County,GA,1472,58113,58113000,1617,2016,2017,inflow,Forsyth County-Cobb County-GA-1617,"Cobb County, GA"
108225,DeKalb County,GA,Forsyth County,GA,1368,56123,56123000,1617,2016,2017,inflow,Forsyth County-DeKalb County-GA-1617,"DeKalb County, GA"
108226,Cherokee County,GA,Forsyth County,GA,784,30843,30843000,1617,2016,2017,inflow,Forsyth County-Cherokee County-GA-1617,"Cherokee County, GA"
108227,Hall County,GA,Forsyth County,GA,628,21712,21712000,1617,2016,2017,inflow,Forsyth County-Hall County-GA-1617,"Hall County, GA"
108228,Dawson County,GA,Forsyth County,GA,619,14314,14314000,1617,2016,2017,inflow,Forsyth County-Dawson County-GA-1617,"Dawson County, GA"
108229,Lumpkin County,GA,Forsyth County,GA,229,5980,5980000,1617,2016,2017,inflow,Forsyth County-Lumpkin County-GA-1617,"Lumpkin County, GA"
108230,Broward County,FL,Forsyth County,GA,200,8017,8017000,1617,2016,2017,inflow,Forsyth County-Broward County-FL-1617,"Broward County, FL"
108231,Henry County,GA,Forsyth County,GA,209,6866,6866000,1617,2016,2017,inflow,Forsyth County-Henry County-GA-1617,"Henry County, GA"
108232,Palm Beach County,FL,Forsyth County,GA,151,6740,6740000,1617,2016,2017,inflow,Forsyth County-Palm Beach County-FL-1617,"Palm Beach County, FL"
108233,Cook County,IL,Forsyth County,GA,169,8258,8258000,1617,2016,2017,inflow,Forsyth County-Cook County-IL-1617,"Cook County, IL"
108234,Los Angeles County,CA,Forsyth County,GA,109,4955,4955000,1617,2016,2017,inflow,Forsyth County-Los Angeles County-CA-1617,"Los Angeles County, CA"
108235,Hillsborough County,FL,Forsyth County,GA,118,4830,4830000,1617,2016,2017,inflow,Forsyth County-Hillsborough County-FL-1617,"Hillsborough County, FL"
108236,Barrow County,GA,Forsyth County,GA,108,2791,2791000,1617,2016,2017,inflow,Forsyth County-Barrow County-GA-1617,"Barrow County, GA"
108237,Maricopa County,AZ,Forsyth County,GA,136,4341,4341000,1617,2016,2017,inflow,Forsyth County-Maricopa County-AZ-1617,"Maricopa County, AZ"
108238,Pickens County,GA,Forsyth County,GA,101,3280,3280000,1617,2016,2017,inflow,Forsyth County-Pickens County-GA-1617,"Pickens County, GA"
108239,Middlesex County,NJ,Forsyth County,GA,140,4865,4865000,1617,2016,2017,inflow,Forsyth County-Middlesex County-NJ-1617,"Middlesex County, NJ"
108240,Mecklenburg County,NC,Forsyth County,GA,98,4455,4455000,1617,2016,2017,inflow,Forsyth County-Mecklenburg County-NC-1617,"Mecklenburg County, NC"
108241,Duval County,FL,Forsyth County,GA,90,5429,5429000,1617,2016,2017,inflow,Forsyth County-Duval County-FL-1617,"Duval County, FL"
108242,Miami-Dade County,FL,Forsyth County,GA,94,2381,2381000,1617,2016,2017,inflow,Forsyth County-Miami-Dade County-FL-1617,"Miami-Dade County, FL"
108243,Clarke County,GA,Forsyth County,GA,51,1436,1436000,1617,2016,2017,inflow,Forsyth County-Clarke County-GA-1617,"Clarke County, GA"
108244,Paulding County,GA,Forsyth County,GA,87,3431,3431000,1617,2016,2017,inflow,Forsyth County-Paulding County-GA-1617,"Paulding County, GA"
108245,Santa Clara County,CA,Forsyth County,GA,104,6151,6151000,1617,2016,2017,inflow,Forsyth County-Santa Clara County-CA-1617,"Santa Clara County, CA"
108246,Harris County,TX,Forsyth County,GA,100,5376,5376000,1617,2016,2017,inflow,Forsyth County-Harris County-TX-1617,"Harris County, TX"
108247,Orange County,FL,Forsyth County,GA,86,3145,3145000,1617,2016,2017,inflow,Forsyth County-Orange County-FL-1617,"Orange County, FL"
108248,McLean County,IL,Forsyth County,GA,108,5161,5161000,1617,2016,2017,inflow,Forsyth County-McLean County-IL-1617,"McLean County, IL"
108249,Queens County,NY,Forsyth County,GA,81,2107,2107000,1617,2016,2017,inflow,Forsyth County-Queens County-NY-1617,"Queens County, NY"
108250,Wake County,NC,Forsyth County,GA,89,4614,4614000,1617,2016,2017,inflow,Forsyth County-Wake County-NC-1617,"Wake County, NC"
108251,Douglas County,GA,Forsyth County,GA,90,3236,3236000,1617,2016,2017,inflow,Forsyth County-Douglas County-GA-1617,"Douglas County, GA"
108252,Muscogee County,GA,Forsyth County,GA,72,2906,2906000,1617,2016,2017,inflow,Forsyth County-Muscogee County-GA-1617,"Muscogee County, GA"
108253,Collin County,TX,Forsyth County,GA,110,3984,3984000,1617,2016,2017,inflow,Forsyth County-Collin County-TX-1617,"Collin County, TX"
108254,Orange County,CA,Forsyth County,GA,88,5092,5092000,1617,2016,2017,inflow,Forsyth County-Orange County-CA-1617,"Orange County, CA"
108255,Clayton County,GA,Forsyth County,GA,73,1648,1648000,1617,2016,2017,inflow,Forsyth County-Clayton County-GA-1617,"Clayton County, GA"
108256,Oakland County,MI,Forsyth County,GA,87,3838,3838000,1617,2016,2017,inflow,Forsyth County-Oakland County-MI-1617,"Oakland County, MI"
108257,Chatham County,GA,Forsyth County,GA,63,1617,1617000,1617,2016,2017,inflow,Forsyth County-Chatham County-GA-1617,"Chatham County, GA"
108258,Fairfax County,VA,Forsyth County,GA,72,3443,3443000,1617,2016,2017,inflow,Forsyth County-Fairfax County-VA-1617,"Fairfax County, VA"
108259,Pinellas County,FL,Forsyth County,GA,55,2079,2079000,1617,2016,2017,inflow,Forsyth County-Pinellas County-FL-1617,"Pinellas County, FL"
108260,Coweta County,GA,Forsyth County,GA,72,2059,2059000,1617,2016,2017,inflow,Forsyth County-Coweta County-GA-1617,"Coweta County, GA"
108261,San Diego County,CA,Forsyth County,GA,75,2101,2101000,1617,2016,2017,inflow,Forsyth County-San Diego County-CA-1617,"San Diego County, CA"
108262,Fayette County,GA,Forsyth County,GA,74,2816,2816000,1617,2016,2017,inflow,Forsyth County-Fayette County-GA-1617,"Fayette County, GA"
108263,Dallas County,TX,Forsyth County,GA,58,3450,3450000,1617,2016,2017,inflow,Forsyth County-Dallas County-TX-1617,"Dallas County, TX"
108264,Jefferson County,AL,Forsyth County,GA,59,2627,2627000,1617,2016,2017,inflow,Forsyth County-Jefferson County-AL-1617,"Jefferson County, AL"
108265,Bergen County,NJ,Forsyth County,GA,86,2921,2921000,1617,2016,2017,inflow,Forsyth County-Bergen County-NJ-1617,"Bergen County, NJ"
108266,Franklin County,OH,Forsyth County,GA,69,2959,2959000,1617,2016,2017,inflow,Forsyth County-Franklin County-OH-1617,"Franklin County, OH"
108267,Fairfield County,CT,Forsyth County,GA,62,2739,2739000,1617,2016,2017,inflow,Forsyth County-Fairfield County-CT-1617,"Fairfield County, CT"
108268,Jackson County,GA,Forsyth County,GA,57,1767,1767000,1617,2016,2017,inflow,Forsyth County-Jackson County-GA-1617,"Jackson County, GA"
108269,Suffolk County,NY,Forsyth County,GA,69,2220,2220000,1617,2016,2017,inflow,Forsyth County-Suffolk County-NY-1617,"Suffolk County, NY"
108270,Hamilton County,TN,Forsyth County,GA,70,2286,2286000,1617,2016,2017,inflow,Forsyth County-Hamilton County-TN-1617,"Hamilton County, TN"
108271,King County,WA,Forsyth County,GA,66,2765,2765000,1617,2016,2017,inflow,Forsyth County-King County-WA-1617,"King County, WA"
108272,Shelby County,AL,Forsyth County,GA,71,2279,2279000,1617,2016,2017,inflow,Forsyth County-Shelby County-AL-1617,"Shelby County, AL"
108273,Bartow County,GA,Forsyth County,GA,42,1131,1131000,1617,2016,2017,inflow,Forsyth County-Bartow County-GA-1617,"Bartow County, GA"
108274,DuPage County,IL,Forsyth County,GA,54,2074,2074000,1617,2016,2017,inflow,Forsyth County-DuPage County-IL-1617,"DuPage County, IL"
108275,Kane County,IL,Forsyth County,GA,67,2715,2715000,1617,2016,2017,inflow,Forsyth County-Kane County-IL-1617,"Kane County, IL"
108276,Nassau County,NY,Forsyth County,GA,43,1155,1155000,1617,2016,2017,inflow,Forsyth County-Nassau County-NY-1617,"Nassau County, NY"
108277,Walton County,GA,Forsyth County,GA,39,1074,1074000,1617,2016,2017,inflow,Forsyth County-Walton County-GA-1617,"Walton County, GA"
108278,Greenville County,SC,Forsyth County,GA,67,2760,2760000,1617,2016,2017,inflow,Forsyth County-Greenville County-SC-1617,"Greenville County, SC"
108279,Davidson County,TN,Forsyth County,GA,45,1582,1582000,1617,2016,2017,inflow,Forsyth County-Davidson County-TN-1617,"Davidson County, TN"
108280,Clark County,NV,Forsyth County,GA,44,1431,1431000,1617,2016,2017,inflow,Forsyth County-Clark County-NV-1617,"Clark County, NV"
108281,Cuyahoga County,OH,Forsyth County,GA,46,2173,2173000,1617,2016,2017,inflow,Forsyth County-Cuyahoga County-OH-1617,"Cuyahoga County, OH"
108282,Columbia County,GA,Forsyth County,GA,66,2050,2050000,1617,2016,2017,inflow,Forsyth County-Columbia County-GA-1617,"Columbia County, GA"
108283,Rockdale County,GA,Forsyth County,GA,44,1328,1328000,1617,2016,2017,inflow,Forsyth County-Rockdale County-GA-1617,"Rockdale County, GA"
108284,White County,GA,Forsyth County,GA,34,909,909000,1617,2016,2017,inflow,Forsyth County-White County-GA-1617,"White County, GA"
108285,Middlesex County,MA,Forsyth County,GA,47,1666,1666000,1617,2016,2017,inflow,Forsyth County-Middlesex County-MA-1617,"Middlesex County, MA"
108286,Wayne County,MI,Forsyth County,GA,52,1631,1631000,1617,2016,2017,inflow,Forsyth County-Wayne County-MI-1617,"Wayne County, MI"
108316,Fulton County Total Migration-US and Foreign,GA,Fulton County,GA,102803,4651300,4651300000,1617,2016,2017,inflow,Fulton County total migration-1617,"Fulton County Total Migration-US and Foreign, GA"
108322,DeKalb County,GA,Fulton County,GA,17757,956592,956592000,1617,2016,2017,inflow,Fulton County-DeKalb County-GA-1617,"DeKalb County, GA"
108323,Cobb County,GA,Fulton County,GA,11711,491715,491715000,1617,2016,2017,inflow,Fulton County-Cobb County-GA-1617,"Cobb County, GA"
108324,Gwinnett County,GA,Fulton County,GA,7320,304663,304663000,1617,2016,2017,inflow,Fulton County-Gwinnett County-GA-1617,"Gwinnett County, GA"
108325,Clayton County,GA,Fulton County,GA,7239,94527,94527000,1617,2016,2017,inflow,Fulton County-Clayton County-GA-1617,"Clayton County, GA"
108326,Forsyth County,GA,Fulton County,GA,2945,170750,170750000,1617,2016,2017,inflow,Fulton County-Forsyth County-GA-1617,"Forsyth County, GA"
108327,Cherokee County,GA,Fulton County,GA,1631,78826,78826000,1617,2016,2017,inflow,Fulton County-Cherokee County-GA-1617,"Cherokee County, GA"
108328,Douglas County,GA,Fulton County,GA,1771,37410,37410000,1617,2016,2017,inflow,Fulton County-Douglas County-GA-1617,"Douglas County, GA"
108329,Henry County,GA,Fulton County,GA,1452,39618,39618000,1617,2016,2017,inflow,Fulton County-Henry County-GA-1617,"Henry County, GA"
108330,Cook County,IL,Fulton County,GA,1192,103646,103646000,1617,2016,2017,inflow,Fulton County-Cook County-IL-1617,"Cook County, IL"
108331,Los Angeles County,CA,Fulton County,GA,948,50663,50663000,1617,2016,2017,inflow,Fulton County-Los Angeles County-CA-1617,"Los Angeles County, CA"
108332,Fayette County,GA,Fulton County,GA,1012,45854,45854000,1617,2016,2017,inflow,Fulton County-Fayette County-GA-1617,"Fayette County, GA"
108333,Coweta County,GA,Fulton County,GA,1023,28208,28208000,1617,2016,2017,inflow,Fulton County-Coweta County-GA-1617,"Coweta County, GA"
108334,New York County,NY,Fulton County,GA,670,77486,77486000,1617,2016,2017,inflow,Fulton County-New York County-NY-1617,"New York County, NY"
108335,Broward County,FL,Fulton County,GA,871,33951,33951000,1617,2016,2017,inflow,Fulton County-Broward County-FL-1617,"Broward County, FL"
108336,Mecklenburg County,NC,Fulton County,GA,762,42951,42951000,1617,2016,2017,inflow,Fulton County-Mecklenburg County-NC-1617,"Mecklenburg County, NC"
