,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
1353,Fulton County-District of Columbia-DC-1617,"District of Columbia, DC",1617,2016,2017,342,23343000,371,25370000,-29,-2027000,Fulton County,Fulton County-District of Columbia-DC
1354,Fulton County-Shelby County-TN-1617,"Shelby County, TN",1617,2016,2017,401,16781000,217,10304000,184,6477000,Fulton County,Fulton County-Shelby County-TN
1355,Fulton County-Muscogee County-GA-1617,"Muscogee County, GA",1617,2016,2017,405,12719000,231,7527000,174,5192000,Fulton County,Fulton County-Muscogee County-GA
1356,Fulton County-Maricopa County-AZ-1617,"Maricopa County, AZ",1617,2016,2017,416,30612000,373,22806000,43,7806000,Fulton County,Fulton County-Maricopa County-AZ
1357,Fulton County-Hall County-GA-1617,"Hall County, GA",1617,2016,2017,311,15830000,464,31167000,-153,-15337000,Fulton County,Fulton County-Hall County-GA
1358,Fulton County-Queens County-NY-1617,"Queens County, NY",1617,2016,2017,353,12744000,155,6065000,198,6679000,Fulton County,Fulton County-Queens County-NY
1359,Fulton County-Bibb County-GA-1617,"Bibb County, GA",1617,2016,2017,314,10473000,243,6345000,71,4128000,Fulton County,Fulton County-Bibb County-GA
1360,Fulton County-Philadelphia County-PA-1617,"Philadelphia County, PA",1617,2016,2017,274,11980000,211,10376000,63,1604000,Fulton County,Fulton County-Philadelphia County-PA
1361,Fulton County-Newton County-GA-1617,"Newton County, GA",1617,2016,2017,315,7003000,376,7109000,-61,-106000,Fulton County,Fulton County-Newton County-GA
1362,Fulton County-Leon County-FL-1617,"Leon County, FL",1617,2016,2017,248,8553000,119,4240000,129,4313000,Fulton County,Fulton County-Leon County-FL
1363,Fulton County-Prince George's County-MD-1617,"Prince George's County, MD",1617,2016,2017,254,9713000,136,4372000,118,5341000,Fulton County,Fulton County-Prince George's County-MD
1364,Fulton County-San Diego County-CA-1617,"San Diego County, CA",1617,2016,2017,314,17327000,238,11774000,76,5553000,Fulton County,Fulton County-San Diego County-CA
1365,Fulton County-Alameda County-CA-1617,"Alameda County, CA",1617,2016,2017,297,15077000,240,13493000,57,1584000,Fulton County,Fulton County-Alameda County-CA
1366,Fulton County-King County-WA-1617,"King County, WA",1617,2016,2017,297,20351000,553,41813000,-256,-21462000,Fulton County,Fulton County-King County-WA
1367,Fulton County-Carroll County-GA-1617,"Carroll County, GA",1617,2016,2017,273,6844000,275,4938000,-2,1906000,Fulton County,Fulton County-Carroll County-GA
1368,Fulton County-Suffolk County-MA-1617,"Suffolk County, MA",1617,2016,2017,229,18600000,170,9343000,59,9257000,Fulton County,Fulton County-Suffolk County-MA
1369,Fulton County-Pinellas County-FL-1617,"Pinellas County, FL",1617,2016,2017,250,11902000,290,18717000,-40,-6815000,Fulton County,Fulton County-Pinellas County-FL
1370,Fulton County-Fairfax County-VA-1617,"Fairfax County, VA",1617,2016,2017,294,16031000,248,14668000,46,1363000,Fulton County,Fulton County-Fairfax County-VA
1371,Fulton County-Allegheny County-PA-1617,"Allegheny County, PA",1617,2016,2017,266,10670000,119,4764000,147,5906000,Fulton County,Fulton County-Allegheny County-PA
1372,Fulton County-Charleston County-SC-1617,"Charleston County, SC",1617,2016,2017,248,10420000,279,19431000,-31,-9011000,Fulton County,Fulton County-Charleston County-SC
1373,Fulton County-Santa Clara County-CA-1617,"Santa Clara County, CA",1617,2016,2017,295,23044000,344,32780000,-49,-9736000,Fulton County,Fulton County-Santa Clara County-CA
1374,Fulton County-Richmond County-GA-1617,"Richmond County, GA",1617,2016,2017,269,7510000,152,3512000,117,3998000,Fulton County,Fulton County-Richmond County-GA
1375,Fulton County-Wayne County-MI-1617,"Wayne County, MI",1617,2016,2017,287,9076000,194,4294000,93,4782000,Fulton County,Fulton County-Wayne County-MI
1376,Fulton County-Middlesex County-MA-1617,"Middlesex County, MA",1617,2016,2017,227,13346000,213,12300000,14,1046000,Fulton County,Fulton County-Middlesex County-MA
1377,Fulton County-Franklin County-OH-1617,"Franklin County, OH",1617,2016,2017,264,11968000,191,18562000,73,-6594000,Fulton County,Fulton County-Franklin County-OH
1378,Fulton County-Orange County-CA-1617,"Orange County, CA",1617,2016,2017,304,27966000,277,19964000,27,8002000,Fulton County,Fulton County-Orange County-CA
1379,Fulton County-Montgomery County-MD-1617,"Montgomery County, MD",1617,2016,2017,245,13888000,186,9720000,59,4168000,Fulton County,Fulton County-Montgomery County-MD
1380,Fulton County-San Francisco County-CA-1617,"San Francisco County, CA",1617,2016,2017,196,18753000,251,26957000,-55,-8204000,Fulton County,Fulton County-San Francisco County-CA
1381,Fulton County-Fairfield County-CT-1617,"Fairfield County, CT",1617,2016,2017,297,26763000,103,12390000,194,14373000,Fulton County,Fulton County-Fairfield County-CT
1382,Fulton County-Oakland County-MI-1617,"Oakland County, MI",1617,2016,2017,245,14405000,162,10422000,83,3983000,Fulton County,Fulton County-Oakland County-MI
1383,Fulton County-Richland County-SC-1617,"Richland County, SC",1617,2016,2017,203,5673000,160,6886000,43,-1213000,Fulton County,Fulton County-Richland County-SC
1384,Fulton County-Greenville County-SC-1617,"Greenville County, SC",1617,2016,2017,220,11865000,187,10813000,33,1052000,Fulton County,Fulton County-Greenville County-SC
1385,Fulton County-Durham County-NC-1617,"Durham County, NC",1617,2016,2017,181,8900000,106,5088000,75,3812000,Fulton County,Fulton County-Durham County-NC
1386,Fulton County-Orleans Parish-LA-1617,"Orleans Parish, LA",1617,2016,2017,218,5661000,117,6168000,101,-507000,Fulton County,Fulton County-Orleans Parish-LA
1387,Fulton County-Hennepin County-MN-1617,"Hennepin County, MN",1617,2016,2017,232,13351000,185,16147000,47,-2796000,Fulton County,Fulton County-Hennepin County-MN
1388,Fulton County-Montgomery County-AL-1617,"Montgomery County, AL",1617,2016,2017,227,6821000,111,2344000,116,4477000,Fulton County,Fulton County-Montgomery County-AL
1389,Fulton County-Hudson County-NJ-1617,"Hudson County, NJ",1617,2016,2017,211,20310000,147,10405000,64,9905000,Fulton County,Fulton County-Hudson County-NJ
1390,Fulton County-Houston County-GA-1617,"Houston County, GA",1617,2016,2017,189,5278000,144,3743000,45,1535000,Fulton County,Fulton County-Houston County-GA
1391,Fulton County-Clark County-NV-1617,"Clark County, NV",1617,2016,2017,223,7064000,250,7715000,-27,-651000,Fulton County,Fulton County-Clark County-NV
1392,Fulton County-Arlington County-VA-1617,"Arlington County, VA",1617,2016,2017,163,11691000,111,6956000,52,4735000,Fulton County,Fulton County-Arlington County-VA
1393,Fulton County-Bronx County-NY-1617,"Bronx County, NY",1617,2016,2017,198,5013000,71,1199000,127,3814000,Fulton County,Fulton County-Bronx County-NY
1394,Fulton County-Hamilton County-OH-1617,"Hamilton County, OH",1617,2016,2017,196,9306000,135,6531000,61,2775000,Fulton County,Fulton County-Hamilton County-OH
1395,Fulton County-Tarrant County-TX-1617,"Tarrant County, TX",1617,2016,2017,233,15876000,239,16734000,-6,-858000,Fulton County,Fulton County-Tarrant County-TX
1396,Fulton County-Hamilton County-TN-1617,"Hamilton County, TN",1617,2016,2017,185,6986000,242,13415000,-57,-6429000,Fulton County,Fulton County-Hamilton County-TN
1397,Fulton County-Baltimore city-MD-1617,"Baltimore city, MD",1617,2016,2017,149,6760000,111,5602000,38,1158000,Fulton County,Fulton County-Baltimore city-MD
1398,Fulton County-Essex County-NJ-1617,"Essex County, NJ",1617,2016,2017,215,10874000,108,4071000,107,6803000,Fulton County,Fulton County-Essex County-NJ
1399,Fulton County-Denver County-CO-1617,"Denver County, CO",1617,2016,2017,149,9084000,257,18939000,-108,-9855000,Fulton County,Fulton County-Denver County-CO
1400,Fulton County-Alachua County-FL-1617,"Alachua County, FL",1617,2016,2017,144,4993000,80,2987000,64,2006000,Fulton County,Fulton County-Alachua County-FL
1401,Fulton County-Madison County-AL-1617,"Madison County, AL",1617,2016,2017,163,5194000,95,2981000,68,2213000,Fulton County,Fulton County-Madison County-AL
1402,Fulton County-Bergen County-NJ-1617,"Bergen County, NJ",1617,2016,2017,225,13819000,92,4126000,133,9693000,Fulton County,Fulton County-Bergen County-NJ
1403,Fulton County-Middlesex County-NJ-1617,"Middlesex County, NJ",1617,2016,2017,238,9884000,95,3580000,143,6304000,Fulton County,Fulton County-Middlesex County-NJ
1404,Fulton County-Westchester County-NY-1617,"Westchester County, NY",1617,2016,2017,194,16008000,95,5399000,99,10609000,Fulton County,Fulton County-Westchester County-NY
1405,Fulton County-Seminole County-FL-1617,"Seminole County, FL",1617,2016,2017,191,6991000,117,4874000,74,2117000,Fulton County,Fulton County-Seminole County-FL
1406,Fulton County-DuPage County-IL-1617,"DuPage County, IL",1617,2016,2017,241,15844000,100,7782000,141,8062000,Fulton County,Fulton County-DuPage County-IL
1407,Fulton County-Cuyahoga County-OH-1617,"Cuyahoga County, OH",1617,2016,2017,181,6347000,128,5090000,53,1257000,Fulton County,Fulton County-Cuyahoga County-OH
1408,Fulton County-Collin County-TX-1617,"Collin County, TX",1617,2016,2017,199,18753000,296,15700000,-97,3053000,Fulton County,Fulton County-Collin County-TX
1409,Fulton County-Knox County-TN-1617,"Knox County, TN",1617,2016,2017,165,6951000,136,7521000,29,-570000,Fulton County,Fulton County-Knox County-TN
1410,Fulton County-Lee County-AL-1617,"Lee County, AL",1617,2016,2017,159,3954000,80,5089000,79,-1135000,Fulton County,Fulton County-Lee County-AL
1411,Fulton County-Bexar County-TX-1617,"Bexar County, TX",1617,2016,2017,172,9637000,154,5383000,18,4254000,Fulton County,Fulton County-Bexar County-TX
1412,Fulton County-Dougherty County-GA-1617,"Dougherty County, GA",1617,2016,2017,168,3814000,41,863000,127,2951000,Fulton County,Fulton County-Dougherty County-GA
1413,Fulton County-Marion County-IN-1617,"Marion County, IN",1617,2016,2017,150,5516000,117,3979000,33,1537000,Fulton County,Fulton County-Marion County-IN
1414,Fulton County-Hartford County-CT-1617,"Hartford County, CT",1617,2016,2017,176,9603000,62,4533000,114,5070000,Fulton County,Fulton County-Hartford County-CT
1415,Fulton County-Lowndes County-GA-1617,"Lowndes County, GA",1617,2016,2017,123,3242000,55,1448000,68,1794000,Fulton County,Fulton County-Lowndes County-GA
1416,Fulton County-Guilford County-NC-1617,"Guilford County, NC",1617,2016,2017,151,5366000,112,5314000,39,52000,Fulton County,Fulton County-Guilford County-NC
1417,Fulton County-Columbia County-GA-1617,"Columbia County, GA",1617,2016,2017,162,6364000,96,2903000,66,3461000,Fulton County,Fulton County-Columbia County-GA
1418,Fulton County-Suffolk County-NY-1617,"Suffolk County, NY",1617,2016,2017,162,7434000,76,3589000,86,3845000,Fulton County,Fulton County-Suffolk County-NY
1419,Fulton County-Nassau County-NY-1617,"Nassau County, NY",1617,2016,2017,165,6219000,102,3408000,63,2811000,Fulton County,Fulton County-Nassau County-NY
1420,Fulton County-Milwaukee County-WI-1617,"Milwaukee County, WI",1617,2016,2017,149,4764000,63,2727000,86,2037000,Fulton County,Fulton County-Milwaukee County-WI
1421,Fulton County-Spalding County-GA-1617,"Spalding County, GA",1617,2016,2017,159,1747000,184,4411000,-25,-2664000,Fulton County,Fulton County-Spalding County-GA
1422,Fulton County-Bartow County-GA-1617,"Bartow County, GA",1617,2016,2017,144,5149000,179,4691000,-35,458000,Fulton County,Fulton County-Bartow County-GA
1423,Fulton County-East Baton Rouge Parish-LA-1617,"East Baton Rouge Parish, LA",1617,2016,2017,127,4251000,70,2273000,57,1978000,Fulton County,Fulton County-East Baton Rouge Parish-LA
1424,Fulton County-Jefferson County-KY-1617,"Jefferson County, KY",1617,2016,2017,135,6853000,127,6520000,8,333000,Fulton County,Fulton County-Jefferson County-KY
1425,Fulton County-Alexandria city-VA-1617,"Alexandria city, VA",1617,2016,2017,119,9599000,75,5489000,44,4110000,Fulton County,Fulton County-Alexandria city-VA
1426,Fulton County-Contra Costa County-CA-1617,"Contra Costa County, CA",1617,2016,2017,172,11979000,94,5923000,78,6056000,Fulton County,Fulton County-Contra Costa County-CA
1427,Fulton County-Lee County-FL-1617,"Lee County, FL",1617,2016,2017,131,5581000,143,8881000,-12,-3300000,Fulton County,Fulton County-Lee County-FL
1428,Fulton County-St. Louis County-MO-1617,"St. Louis County, MO",1617,2016,2017,145,6398000,132,7954000,13,-1556000,Fulton County,Fulton County-St. Louis County-MO
1429,Fulton County-Mobile County-AL-1617,"Mobile County, AL",1617,2016,2017,136,5543000,90,2960000,46,2583000,Fulton County,Fulton County-Mobile County-AL
1430,Fulton County-Bulloch County-GA-1617,"Bulloch County, GA",1617,2016,2017,102,2505000,47,894000,55,1611000,Fulton County,Fulton County-Bulloch County-GA
1431,Fulton County-Baltimore County-MD-1617,"Baltimore County, MD",1617,2016,2017,135,6776000,100,3669000,35,3107000,Fulton County,Fulton County-Baltimore County-MD
1432,Fulton County-Forsyth County-NC-1617,"Forsyth County, NC",1617,2016,2017,106,7028000,83,4018000,23,3010000,Fulton County,Fulton County-Forsyth County-NC
1433,Fulton County-Walton County-GA-1617,"Walton County, GA",1617,2016,2017,113,3568000,130,3457000,-17,111000,Fulton County,Fulton County-Walton County-GA
1434,Fulton County-Virginia Beach city-VA-1617,"Virginia Beach city, VA",1617,2016,2017,138,7771000,74,3569000,64,4202000,Fulton County,Fulton County-Virginia Beach city-VA
1435,Fulton County-Richmond city-VA-1617,"Richmond city, VA",1617,2016,2017,102,3773000,58,3030000,44,743000,Fulton County,Fulton County-Richmond city-VA
1436,Fulton County-Shelby County-AL-1617,"Shelby County, AL",1617,2016,2017,118,6414000,80,5337000,38,1077000,Fulton County,Fulton County-Shelby County-AL
1437,Fulton County-Erie County-NY-1617,"Erie County, NY",1617,2016,2017,105,3390000,58,1839000,47,1551000,Fulton County,Fulton County-Erie County-NY
1438,Fulton County-Monroe County-NY-1617,"Monroe County, NY",1617,2016,2017,114,3717000,52,1434000,62,2283000,Fulton County,Fulton County-Monroe County-NY
1439,Fulton County-Glynn County-GA-1617,"Glynn County, GA",1617,2016,2017,103,3860000,115,7730000,-12,-3870000,Fulton County,Fulton County-Glynn County-GA
1440,Fulton County-New Haven County-CT-1617,"New Haven County, CT",1617,2016,2017,115,3942000,77,3063000,38,879000,Fulton County,Fulton County-New Haven County-CT
1441,Fulton County-Denton County-TX-1617,"Denton County, TX",1617,2016,2017,128,9055000,116,5421000,12,3634000,Fulton County,Fulton County-Denton County-TX
1442,Fulton County-Jefferson Parish-LA-1617,"Jefferson Parish, LA",1617,2016,2017,99,3315000,67,2224000,32,1091000,Fulton County,Fulton County-Jefferson Parish-LA
1443,Fulton County-New Castle County-DE-1617,"New Castle County, DE",1617,2016,2017,108,3788000,42,1360000,66,2428000,Fulton County,Fulton County-New Castle County-DE
1444,Fulton County-Escambia County-FL-1617,"Escambia County, FL",1617,2016,2017,94,3731000,113,5748000,-19,-2017000,Fulton County,Fulton County-Escambia County-FL
1445,Fulton County-Jackson County-MO-1617,"Jackson County, MO",1617,2016,2017,105,4855000,61,2042000,44,2813000,Fulton County,Fulton County-Jackson County-MO
1446,Fulton County-San Bernardino County-CA-1617,"San Bernardino County, CA",1617,2016,2017,117,2900000,72,1608000,45,1292000,Fulton County,Fulton County-San Bernardino County-CA
1447,Fulton County-Beaufort County-SC-1617,"Beaufort County, SC",1617,2016,2017,91,3696000,189,17996000,-98,-14300000,Fulton County,Fulton County-Beaufort County-SC
1448,Fulton County-Henrico County-VA-1617,"Henrico County, VA",1617,2016,2017,114,4763000,77,4454000,37,309000,Fulton County,Fulton County-Henrico County-VA
1449,Fulton County-San Mateo County-CA-1617,"San Mateo County, CA",1617,2016,2017,101,16145000,77,6912000,24,9233000,Fulton County,Fulton County-San Mateo County-CA
1450,Fulton County-Troup County-GA-1617,"Troup County, GA",1617,2016,2017,110,1970000,127,2602000,-17,-632000,Fulton County,Fulton County-Troup County-GA
1451,Fulton County-Lake County-IL-1617,"Lake County, IL",1617,2016,2017,135,7518000,63,4625000,72,2893000,Fulton County,Fulton County-Lake County-IL
1452,Fulton County-Orange County-NC-1617,"Orange County, NC",1617,2016,2017,76,3890000,38,2046000,38,1844000,Fulton County,Fulton County-Orange County-NC
1453,Fulton County-Dane County-WI-1617,"Dane County, WI",1617,2016,2017,80,3776000,46,1717000,34,2059000,Fulton County,Fulton County-Dane County-WI
1454,Fulton County-Arapahoe County-CO-1617,"Arapahoe County, CO",1617,2016,2017,118,4302000,100,6083000,18,-1781000,Fulton County,Fulton County-Arapahoe County-CO
1455,Fulton County-Morris County-NJ-1617,"Morris County, NJ",1617,2016,2017,101,6598000,55,6270000,46,328000,Fulton County,Fulton County-Morris County-NJ
1456,Fulton County-Riverside County-CA-1617,"Riverside County, CA",1617,2016,2017,94,3334000,81,3433000,13,-99000,Fulton County,Fulton County-Riverside County-CA
1457,Fulton County-Washtenaw County-MI-1617,"Washtenaw County, MI",1617,2016,2017,80,3583000,56,2463000,24,1120000,Fulton County,Fulton County-Washtenaw County-MI
1458,Fulton County-Brevard County-FL-1617,"Brevard County, FL",1617,2016,2017,82,2389000,129,6103000,-47,-3714000,Fulton County,Fulton County-Brevard County-FL
1459,Fulton County-Norfolk County-MA-1617,"Norfolk County, MA",1617,2016,2017,105,6621000,80,4901000,25,1720000,Fulton County,Fulton County-Norfolk County-MA
1460,Fulton County-Buncombe County-NC-1617,"Buncombe County, NC",1617,2016,2017,72,2176000,127,5559000,-55,-3383000,Fulton County,Fulton County-Buncombe County-NC
1461,Fulton County-Multnomah County-OR-1617,"Multnomah County, OR",1617,2016,2017,75,5116000,108,5876000,-33,-760000,Fulton County,Fulton County-Multnomah County-OR
1462,Fulton County-Volusia County-FL-1617,"Volusia County, FL",1617,2016,2017,74,2126000,85,2965000,-11,-839000,Fulton County,Fulton County-Volusia County-FL
1463,Fulton County-Williamson County-TN-1617,"Williamson County, TN",1617,2016,2017,106,7138000,135,10081000,-29,-2943000,Fulton County,Fulton County-Williamson County-TN
